LSOA Code,lsoa_label_01,name,imd_rank_15,imd_decile_15,idaci_rank_15,IDACI Decile 15,geometry,imd_rank_19,imd_decile_19,idaci_rank_19,decile_rank
E01017957,Cambridge 005C,Castle,29806,10,32372,10,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.10644,52.218561,0.0 0.10678,52.218378,0.0 0.10803,52.218627,0.0 0.108739,52.218641,0.0 0.1103,52.218227,0.0 0.110201,52.216645,0.0 0.110112,52.215437,0.0 0.110379,52.214623,0.0 0.11085,52.214608,0.0 0.110675,52.214007,0.0 0.109945,52.214353,0.0 0.109452,52.213672,0.0 0.108195,52.213419,0.0 0.107488,52.214472,0.0 0.108504,52.214698,0.0 0.10834,52.215135,0.0 0.106301,52.216234,0.0 0.105416,52.216727,0.0 0.105895,52.217122,0.0 0.104969,52.217495,0.0 0.10369,52.218218,0.0 0.105272,52.219344,0.0 0.105117,52.220033,0.0 0.106426,52.220945,0.0 0.107999,52.220805,0.0 0.105888,52.219272,0.0 0.106789,52.218815,0.0 0.10644,52.218561,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","30,319",10,30831,10
E01017958,Cambridge 005D,Castle,26649,9,12906,4,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.107488,52.214472,0.0 0.108195,52.213419,0.0 0.109452,52.213672,0.0 0.109945,52.214353,0.0 0.110675,52.214007,0.0 0.11085,52.214608,0.0 0.11109,52.214392,0.0 0.111385,52.214146,0.0 0.112642,52.214726,0.0 0.113638,52.214418,0.0 0.114436,52.213712,0.0 0.115529,52.212748,0.0 0.114983,52.211815,0.0 0.113888,52.211526,0.0 0.11422,52.211291,0.0 0.114995,52.210742,0.0 0.116995,52.211953,0.0 0.117992,52.211514,0.0 0.117398,52.210555,0.0 0.116488,52.209842,0.0 0.11843,52.20847,0.0 0.118088,52.208013,0.0 0.118239,52.206591,0.0 0.117791,52.205149,0.0 0.114043,52.204782,0.0 0.113954,52.20585,0.0 0.106814,52.205605,0.0 0.105898,52.205888,0.0 0.105951,52.206278,0.0 0.1064,52.210201,0.0 0.108913,52.210042,0.0 0.109144,52.21075,0.0 0.106533,52.211153,0.0 0.105065,52.211358,0.0 0.102228,52.2114,0.0 0.099983,52.211811,0.0 0.101522,52.213393,0.0 0.101103,52.214159,0.0 0.104592,52.213226,0.0 0.104903,52.214809,0.0 0.106471,52.214921,0.0 0.107488,52.214472,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","23,979",8,13687,5
E01017959,Cambridge 011A,Cherry Hinton,31096,10,28486,9,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.170624,52.186771,0.0 0.172186,52.185492,0.0 0.172197,52.186072,0.0 0.172829,52.186616,0.0 0.17112,52.187227,0.0 0.171308,52.187397,0.0 0.173336,52.187062,0.0 0.17319,52.187521,0.0 0.173751,52.187733,0.0 0.173855,52.187524,0.0 0.174464,52.187492,0.0 0.175048,52.186805,0.0 0.176274,52.18627,0.0 0.176035,52.185618,0.0 0.176681,52.18483,0.0 0.176526,52.18362,0.0 0.176202,52.18334,0.0 0.175302,52.183394,0.0 0.171517,52.183935,0.0 0.171103,52.183992,0.0 0.170037,52.183122,0.0 0.169194,52.181141,0.0 0.166742,52.17798,0.0 0.165174,52.179012,0.0 0.167685,52.181016,0.0 0.16728,52.181349,0.0 0.165343,52.181014,0.0 0.164711,52.181523,0.0 0.165067,52.181638,0.0 0.165253,52.181698,0.0 0.164472,52.182872,0.0 0.16471,52.183506,0.0 0.164983,52.184461,0.0 0.166471,52.184224,0.0 0.166671,52.184693,0.0 0.167132,52.184672,0.0 0.167899,52.184591,0.0 0.166219,52.185836,0.0 0.165052,52.186208,0.0 0.165338,52.186517,0.0 0.168579,52.186883,0.0 0.168601,52.187234,0.0 0.167772,52.187623,0.0 0.168274,52.188176,0.0 0.169646,52.18863,0.0 0.170547,52.188601,0.0 0.17027,52.187799,0.0 0.170628,52.187751,0.0 0.170624,52.186771,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","31,261",10,30318,10
E01017960,Cambridge 011B,Cherry Hinton,15598,5,11308,4,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.177391,52.187247,0.0 0.177483,52.186923,0.0 0.1784,52.187104,0.0 0.180094,52.186832,0.0 0.18064,52.186434,0.0 0.180854,52.187514,0.0 0.181827,52.187571,0.0 0.181866,52.187857,0.0 0.183172,52.187846,0.0 0.183076,52.186914,0.0 0.181307,52.186879,0.0 0.181674,52.185284,0.0 0.181516,52.183458,0.0 0.18114,52.183042,0.0 0.181404,52.175172,0.0 0.181413,52.17491,0.0 0.181531,52.173081,0.0 0.181623,52.17138,0.0 0.181287,52.169488,0.0 0.175493,52.170995,0.0 0.163659,52.172333,0.0 0.164467,52.175038,0.0 0.164777,52.176904,0.0 0.166742,52.17798,0.0 0.169194,52.181141,0.0 0.170037,52.183122,0.0 0.171103,52.183992,0.0 0.171517,52.183935,0.0 0.175302,52.183394,0.0 0.176202,52.18334,0.0 0.176526,52.18362,0.0 0.176681,52.18483,0.0 0.176035,52.185618,0.0 0.176274,52.18627,0.0 0.175048,52.186805,0.0 0.174464,52.187492,0.0 0.173855,52.187524,0.0 0.174195,52.188009,0.0 0.17559,52.188526,0.0 0.175387,52.187981,0.0 0.177391,52.187247,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","15,166",5,11160,4
E01017961,Cambridge 011C,Cherry Hinton,16734,6,17519,6,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.166004,52.190748,0.0 0.167268,52.189275,0.0 0.167894,52.189787,0.0 0.167266,52.189197,0.0 0.167772,52.187623,0.0 0.168601,52.187234,0.0 0.168579,52.186883,0.0 0.165338,52.186517,0.0 0.165052,52.186208,0.0 0.166219,52.185836,0.0 0.167899,52.184591,0.0 0.167132,52.184672,0.0 0.166671,52.184693,0.0 0.166471,52.184224,0.0 0.164983,52.184461,0.0 0.16471,52.183506,0.0 0.161095,52.184048,0.0 0.159352,52.184259,0.0 0.159863,52.185494,0.0 0.160141,52.185885,0.0 0.160225,52.186086,0.0 0.161123,52.187215,0.0 0.162844,52.189327,0.0 0.162838,52.189683,0.0 0.163957,52.190686,0.0 0.164731,52.191477,0.0 0.166004,52.190748,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","14,615",5,16695,6
E01017962,Cambridge 011D,Cherry Hinton,19566,6,16383,5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.182644,52.198109,0.0 0.18126,52.196474,0.0 0.179244,52.195351,0.0 0.181506,52.19478,0.0 0.180799,52.194283,0.0 0.180158,52.194471,0.0 0.180069,52.19388,0.0 0.181246,52.193058,0.0 0.179786,52.192343,0.0 0.178842,52.192077,0.0 0.178641,52.191856,0.0 0.179722,52.191278,0.0 0.179284,52.191122,0.0 0.178139,52.191496,0.0 0.177604,52.191758,0.0 0.177036,52.191423,0.0 0.17726,52.190877,0.0 0.176217,52.190557,0.0 0.175955,52.190014,0.0 0.173372,52.190843,0.0 0.172914,52.190993,0.0 0.170973,52.191618,0.0 0.17014,52.191895,0.0 0.168914,52.192286,0.0 0.165332,52.193607,0.0 0.162908,52.195208,0.0 0.159895,52.199959,0.0 0.160614,52.199648,0.0 0.169039,52.196656,0.0 0.17022,52.197639,0.0 0.171227,52.197096,0.0 0.172442,52.198308,0.0 0.175321,52.197214,0.0 0.176804,52.198496,0.0 0.179891,52.200319,0.0 0.181335,52.199617,0.0 0.180714,52.198908,0.0 0.182644,52.198109,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","19,321",6,15029,5
E01017963,Cambridge 011E,Cherry Hinton,20785,7,17084,6,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.182997,52.195203,0.0 0.18166,52.193125,0.0 0.181897,52.192926,0.0 0.183658,52.191976,0.0 0.184517,52.191482,0.0 0.183416,52.190914,0.0 0.182149,52.189927,0.0 0.181337,52.189028,0.0 0.181174,52.188678,0.0 0.18098,52.187857,0.0 0.181866,52.187857,0.0 0.181827,52.187571,0.0 0.180854,52.187514,0.0 0.18064,52.186434,0.0 0.180094,52.186832,0.0 0.1784,52.187104,0.0 0.177483,52.186923,0.0 0.177391,52.187247,0.0 0.175387,52.187981,0.0 0.17559,52.188526,0.0 0.175784,52.188413,0.0 0.176524,52.188595,0.0 0.17744,52.189939,0.0 0.178238,52.190014,0.0 0.177869,52.190626,0.0 0.178139,52.191496,0.0 0.179284,52.191122,0.0 0.179722,52.191278,0.0 0.178641,52.191856,0.0 0.178842,52.192077,0.0 0.179786,52.192343,0.0 0.181246,52.193058,0.0 0.180069,52.19388,0.0 0.180158,52.194471,0.0 0.180799,52.194283,0.0 0.181506,52.19478,0.0 0.179244,52.195351,0.0 0.18126,52.196474,0.0 0.183459,52.195768,0.0 0.182997,52.195203,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","18,529",6,17498,6
E01017964,Cambridge 011F,Cherry Hinton,32287,10,30345,10,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.178238,52.190014,0.0 0.17744,52.189939,0.0 0.176524,52.188595,0.0 0.175784,52.188413,0.0 0.17559,52.188526,0.0 0.174195,52.188009,0.0 0.173855,52.187524,0.0 0.173751,52.187733,0.0 0.17319,52.187521,0.0 0.173336,52.187062,0.0 0.171308,52.187397,0.0 0.17112,52.187227,0.0 0.172829,52.186616,0.0 0.172197,52.186072,0.0 0.172186,52.185492,0.0 0.170624,52.186771,0.0 0.170628,52.187751,0.0 0.17027,52.187799,0.0 0.170547,52.188601,0.0 0.169646,52.18863,0.0 0.168274,52.188176,0.0 0.167772,52.187623,0.0 0.167266,52.189197,0.0 0.167894,52.189787,0.0 0.167715,52.190001,0.0 0.17014,52.191895,0.0 0.170973,52.191618,0.0 0.172914,52.190993,0.0 0.173372,52.190843,0.0 0.175955,52.190014,0.0 0.176217,52.190557,0.0 0.17726,52.190877,0.0 0.177036,52.191423,0.0 0.177604,52.191758,0.0 0.178139,52.191496,0.0 0.177869,52.190626,0.0 0.178238,52.190014,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","31,941",10,29604,10
E01017965,Cambridge 010A,Coleridge,20736,7,18435,6,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.148644,52.195681,0.0 0.148452,52.195211,0.0 0.149325,52.194967,0.0 0.148988,52.194618,0.0 0.14774,52.194373,0.0 0.147927,52.19345,0.0 0.147191,52.192915,0.0 0.149498,52.192577,0.0 0.149104,52.192283,0.0 0.149709,52.191942,0.0 0.151329,52.191917,0.0 0.151518,52.191742,0.0 0.150512,52.191727,0.0 0.149976,52.191285,0.0 0.153055,52.190429,0.0 0.153102,52.189968,0.0 0.152529,52.189476,0.0 0.15241,52.188314,0.0 0.151602,52.188514,0.0 0.151727,52.188838,0.0 0.150446,52.188557,0.0 0.14982,52.188916,0.0 0.149066,52.188699,0.0 0.14923,52.189506,0.0 0.149772,52.189747,0.0 0.148267,52.190058,0.0 0.146314,52.189284,0.0 0.145746,52.189348,0.0 0.14665,52.189802,0.0 0.145972,52.190137,0.0 0.145611,52.189888,0.0 0.146709,52.192945,0.0 0.145912,52.193055,0.0 0.145683,52.192574,0.0 0.144867,52.192297,0.0 0.142949,52.192447,0.0 0.14135,52.193693,0.0 0.141399,52.193827,0.0 0.142034,52.193967,0.0 0.142816,52.195426,0.0 0.143682,52.195302,0.0 0.146032,52.194964,0.0 0.146483,52.194902,0.0 0.146645,52.195375,0.0 0.147519,52.195251,0.0 0.147699,52.195759,0.0 0.148644,52.195681,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","16,657",6,20505,7
E01017966,Cambridge 010B,Coleridge,23555,8,25073,8,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.142949,52.192447,0.0 0.144867,52.192297,0.0 0.145683,52.192574,0.0 0.145912,52.193055,0.0 0.146709,52.192945,0.0 0.145611,52.189888,0.0 0.145972,52.190137,0.0 0.14665,52.189802,0.0 0.145746,52.189348,0.0 0.146314,52.189284,0.0 0.148267,52.190058,0.0 0.149772,52.189747,0.0 0.14923,52.189506,0.0 0.148738,52.189699,0.0 0.147995,52.187895,0.0 0.146782,52.188117,0.0 0.146604,52.187701,0.0 0.148236,52.187428,0.0 0.148103,52.187094,0.0 0.14714,52.186954,0.0 0.14635,52.187189,0.0 0.144712,52.187577,0.0 0.142853,52.187598,0.0 0.141441,52.187895,0.0 0.141009,52.188276,0.0 0.140624,52.188235,0.0 0.139953,52.188361,0.0 0.13912,52.18852,0.0 0.138367,52.18814,0.0 0.137977,52.188499,0.0 0.137079,52.188445,0.0 0.13648,52.188301,0.0 0.136771,52.187847,0.0 0.132574,52.18696,0.0 0.133567,52.188542,0.0 0.133847,52.188931,0.0 0.135199,52.190795,0.0 0.135825,52.191661,0.0 0.136412,52.192476,0.0 0.137589,52.194112,0.0 0.138085,52.194787,0.0 0.138897,52.195891,0.0 0.14029,52.195686,0.0 0.14197,52.195543,0.0 0.142816,52.195426,0.0 0.142034,52.193967,0.0 0.141399,52.193827,0.0 0.14135,52.193693,0.0 0.142949,52.192447,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","24,282",8,15799,5
E01017967,Cambridge 010C,Coleridge,18013,6,17197,6,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.162908,52.195208,0.0 0.165332,52.193607,0.0 0.168914,52.192286,0.0 0.17014,52.191895,0.0 0.167715,52.190001,0.0 0.167894,52.189787,0.0 0.167268,52.189275,0.0 0.166004,52.190748,0.0 0.164731,52.191477,0.0 0.163957,52.190686,0.0 0.162838,52.189683,0.0 0.162844,52.189327,0.0 0.158784,52.190603,0.0 0.158676,52.190312,0.0 0.156737,52.190787,0.0 0.155575,52.191139,0.0 0.154943,52.190406,0.0 0.154865,52.191424,0.0 0.155305,52.191754,0.0 0.154438,52.192112,0.0 0.15411,52.191974,0.0 0.149498,52.192577,0.0 0.147191,52.192915,0.0 0.147927,52.19345,0.0 0.14774,52.194373,0.0 0.148988,52.194618,0.0 0.149325,52.194967,0.0 0.148452,52.195211,0.0 0.148644,52.195681,0.0 0.148832,52.195662,0.0 0.151195,52.195404,0.0 0.151608,52.19536,0.0 0.152622,52.195254,0.0 0.15355,52.19516,0.0 0.157074,52.19465,0.0 0.158821,52.194517,0.0 0.157125,52.195867,0.0 0.162908,52.195208,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","14,053",5,9594,3
E01017968,Cambridge 010D,Coleridge,28403,9,31370,10,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.149498,52.192577,0.0 0.15411,52.191974,0.0 0.154438,52.192112,0.0 0.155305,52.191754,0.0 0.154865,52.191424,0.0 0.154943,52.190406,0.0 0.155575,52.191139,0.0 0.156737,52.190787,0.0 0.156274,52.189523,0.0 0.156708,52.189002,0.0 0.157533,52.189209,0.0 0.157996,52.188653,0.0 0.157621,52.188254,0.0 0.157992,52.188109,0.0 0.157084,52.188359,0.0 0.155561,52.188172,0.0 0.154637,52.187923,0.0 0.154461,52.186519,0.0 0.154245,52.186011,0.0 0.153658,52.186041,0.0 0.153504,52.185775,0.0 0.152953,52.185801,0.0 0.153034,52.185999,0.0 0.151554,52.186307,0.0 0.150929,52.18561,0.0 0.150401,52.185761,0.0 0.150685,52.186446,0.0 0.149888,52.186566,0.0 0.14923,52.186841,0.0 0.148582,52.186127,0.0 0.147029,52.185962,0.0 0.14714,52.186954,0.0 0.148103,52.187094,0.0 0.148236,52.187428,0.0 0.146604,52.187701,0.0 0.146782,52.188117,0.0 0.147995,52.187895,0.0 0.148738,52.189699,0.0 0.14923,52.189506,0.0 0.149066,52.188699,0.0 0.14982,52.188916,0.0 0.150446,52.188557,0.0 0.151727,52.188838,0.0 0.151602,52.188514,0.0 0.15241,52.188314,0.0 0.152529,52.189476,0.0 0.153102,52.189968,0.0 0.153055,52.190429,0.0 0.149976,52.191285,0.0 0.150512,52.191727,0.0 0.151518,52.191742,0.0 0.151329,52.191917,0.0 0.149709,52.191942,0.0 0.149104,52.192283,0.0 0.149498,52.192577,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","27,135",9,31610,10
E01017969,Cambridge 010E,Coleridge,20164,7,18125,6,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.156737,52.190787,0.0 0.158676,52.190312,0.0 0.158784,52.190603,0.0 0.162844,52.189327,0.0 0.161123,52.187215,0.0 0.160225,52.186086,0.0 0.160141,52.185885,0.0 0.159863,52.185494,0.0 0.159352,52.184259,0.0 0.154768,52.184902,0.0 0.154426,52.184962,0.0 0.154812,52.185891,0.0 0.154245,52.186011,0.0 0.154461,52.186519,0.0 0.154637,52.187923,0.0 0.155561,52.188172,0.0 0.157084,52.188359,0.0 0.157992,52.188109,0.0 0.157621,52.188254,0.0 0.157996,52.188653,0.0 0.157533,52.189209,0.0 0.156708,52.189002,0.0 0.156274,52.189523,0.0 0.156737,52.190787,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","20,725",7,18839,6
E01017971,Cambridge 003B,East Chesterton,9078,3,6059,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.163025,52.235103,0.0 0.166188,52.234252,0.0 0.167296,52.235782,0.0 0.169404,52.235246,0.0 0.170049,52.234321,0.0 0.171397,52.233837,0.0 0.171293,52.232954,0.0 0.169017,52.233548,0.0 0.166608,52.230133,0.0 0.164112,52.230767,0.0 0.163419,52.23008,0.0 0.160935,52.231005,0.0 0.157281,52.227491,0.0 0.154809,52.226483,0.0 0.156354,52.224561,0.0 0.155137,52.223796,0.0 0.154552,52.223537,0.0 0.153775,52.224009,0.0 0.152931,52.223412,0.0 0.152644,52.223595,0.0 0.150937,52.223428,0.0 0.152502,52.222202,0.0 0.151891,52.221889,0.0 0.151177,52.221672,0.0 0.149731,52.222637,0.0 0.1485,52.222422,0.0 0.147569,52.222539,0.0 0.147149,52.222722,0.0 0.147775,52.223566,0.0 0.144457,52.225684,0.0 0.144388,52.225983,0.0 0.144989,52.225796,0.0 0.145874,52.227057,0.0 0.146991,52.227363,0.0 0.148372,52.228315,0.0 0.147438,52.228865,0.0 0.148435,52.229573,0.0 0.147631,52.22989,0.0 0.15122,52.232864,0.0 0.15546,52.237168,0.0 0.163025,52.235103,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","9,347",3,6709,3
E01017972,Cambridge 003C,East Chesterton,14219,5,10790,4,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.156354,52.224561,0.0 0.156818,52.223315,0.0 0.1576,52.222928,0.0 0.160886,52.220806,0.0 0.156358,52.220161,0.0 0.152567,52.218945,0.0 0.150596,52.21867,0.0 0.146158,52.21756,0.0 0.145501,52.216893,0.0 0.144845,52.217159,0.0 0.144948,52.217682,0.0 0.147638,52.218582,0.0 0.149388,52.219953,0.0 0.14894,52.22069,0.0 0.149842,52.221177,0.0 0.149349,52.221682,0.0 0.149003,52.221504,0.0 0.148473,52.221922,0.0 0.149347,52.222084,0.0 0.1485,52.222422,0.0 0.149731,52.222637,0.0 0.151177,52.221672,0.0 0.151891,52.221889,0.0 0.152502,52.222202,0.0 0.150937,52.223428,0.0 0.152644,52.223595,0.0 0.152931,52.223412,0.0 0.153775,52.224009,0.0 0.154552,52.223537,0.0 0.155137,52.223796,0.0 0.156354,52.224561,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","13,352",5,6867,3
E01017973,Cambridge 003D,East Chesterton,17080,6,12020,4,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.144099,52.222734,0.0 0.144897,52.222217,0.0 0.145583,52.222281,0.0 0.145467,52.222082,0.0 0.144984,52.221551,0.0 0.143796,52.221229,0.0 0.142729,52.22143,0.0 0.142883,52.220939,0.0 0.142105,52.220588,0.0 0.142094,52.219846,0.0 0.141623,52.219607,0.0 0.141805,52.219194,0.0 0.14102,52.218874,0.0 0.140643,52.218739,0.0 0.140343,52.219001,0.0 0.139568,52.218756,0.0 0.138637,52.218027,0.0 0.13813,52.21824,0.0 0.137788,52.217838,0.0 0.137956,52.217653,0.0 0.137039,52.217036,0.0 0.137413,52.216783,0.0 0.13663,52.216777,0.0 0.136483,52.216456,0.0 0.135758,52.216307,0.0 0.134893,52.216353,0.0 0.134246,52.217136,0.0 0.132506,52.218824,0.0 0.13447,52.22009,0.0 0.134556,52.220596,0.0 0.134951,52.220796,0.0 0.135228,52.220606,0.0 0.13593,52.221129,0.0 0.137971,52.222218,0.0 0.138873,52.222693,0.0 0.138922,52.222718,0.0 0.140389,52.222492,0.0 0.140732,52.221522,0.0 0.142116,52.221417,0.0 0.143314,52.221957,0.0 0.142932,52.222216,0.0 0.143395,52.222604,0.0 0.144099,52.222734,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","15,091",5,7100,3
E01017974,Cambridge 003E,East Chesterton,14030,5,8204,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.144457,52.225684,0.0 0.147775,52.223566,0.0 0.147149,52.222722,0.0 0.147569,52.222539,0.0 0.1485,52.222422,0.0 0.149347,52.222084,0.0 0.148473,52.221922,0.0 0.149003,52.221504,0.0 0.148042,52.220868,0.0 0.148723,52.22018,0.0 0.147917,52.219648,0.0 0.146926,52.220437,0.0 0.145944,52.220497,0.0 0.146889,52.219738,0.0 0.146276,52.219174,0.0 0.146611,52.218983,0.0 0.145157,52.218216,0.0 0.144435,52.21845,0.0 0.145867,52.219041,0.0 0.144989,52.219176,0.0 0.144349,52.219849,0.0 0.142913,52.219577,0.0 0.14102,52.218874,0.0 0.141805,52.219194,0.0 0.141623,52.219607,0.0 0.142094,52.219846,0.0 0.142105,52.220588,0.0 0.142883,52.220939,0.0 0.142729,52.22143,0.0 0.143796,52.221229,0.0 0.144984,52.221551,0.0 0.145467,52.222082,0.0 0.145583,52.222281,0.0 0.144897,52.222217,0.0 0.144099,52.222734,0.0 0.143395,52.222604,0.0 0.142932,52.222216,0.0 0.143314,52.221957,0.0 0.142116,52.221417,0.0 0.140732,52.221522,0.0 0.140389,52.222492,0.0 0.138922,52.222718,0.0 0.140575,52.223591,0.0 0.140319,52.223768,0.0 0.140707,52.223979,0.0 0.141049,52.223857,0.0 0.140814,52.224146,0.0 0.142391,52.224743,0.0 0.143096,52.225144,0.0 0.143025,52.225446,0.0 0.143309,52.225255,0.0 0.144457,52.225684,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","13,317",5,9272,3
E01017975,Cambridge 001A,King's Hedges,8245,3,5399,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.136622,52.232658,0.0 0.135882,52.231891,0.0 0.135522,52.231545,0.0 0.134471,52.230534,0.0 0.134823,52.230134,0.0 0.135049,52.229592,0.0 0.133176,52.22883,0.0 0.133795,52.22904,0.0 0.13434,52.228573,0.0 0.135909,52.229217,0.0 0.137481,52.228291,0.0 0.136865,52.227874,0.0 0.136426,52.22795,0.0 0.134463,52.226797,0.0 0.134092,52.226535,0.0 0.134123,52.225237,0.0 0.133579,52.224941,0.0 0.132512,52.224361,0.0 0.131365,52.226378,0.0 0.131841,52.226938,0.0 0.130854,52.227618,0.0 0.130272,52.227464,0.0 0.130674,52.228083,0.0 0.129524,52.228927,0.0 0.128754,52.228898,0.0 0.128823,52.22894,0.0 0.12788,52.229536,0.0 0.128189,52.229922,0.0 0.127761,52.230334,0.0 0.129294,52.230905,0.0 0.13062,52.231606,0.0 0.131802,52.23225,0.0 0.134134,52.232189,0.0 0.135154,52.233103,0.0 0.136622,52.232658,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","7,961",3,6373,2
E01017976,Cambridge 001B,King's Hedges,20829,7,21701,7,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.141446,52.231785,0.0 0.14508,52.230581,0.0 0.147631,52.22989,0.0 0.148435,52.229573,0.0 0.147438,52.228865,0.0 0.148372,52.228315,0.0 0.146991,52.227363,0.0 0.145874,52.227057,0.0 0.144989,52.225796,0.0 0.144388,52.225983,0.0 0.144457,52.225684,0.0 0.143309,52.225255,0.0 0.143025,52.225446,0.0 0.143096,52.225144,0.0 0.142391,52.224743,0.0 0.140814,52.224146,0.0 0.141049,52.223857,0.0 0.140707,52.223979,0.0 0.140319,52.223768,0.0 0.140575,52.223591,0.0 0.138922,52.222718,0.0 0.138873,52.222693,0.0 0.137643,52.223617,0.0 0.138206,52.224028,0.0 0.137876,52.224394,0.0 0.140349,52.225147,0.0 0.141225,52.225811,0.0 0.139814,52.226062,0.0 0.139326,52.226856,0.0 0.137645,52.22654,0.0 0.137142,52.226889,0.0 0.138725,52.227748,0.0 0.139131,52.22751,0.0 0.139915,52.227953,0.0 0.140253,52.22865,0.0 0.141268,52.229201,0.0 0.140746,52.229555,0.0 0.140965,52.230001,0.0 0.139559,52.230779,0.0 0.140038,52.23105,0.0 0.140508,52.230743,0.0 0.140885,52.230969,0.0 0.14058,52.231503,0.0 0.141446,52.231785,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","21,009",7,28959,9
E01017977,Cambridge 001C,King's Hedges,8340,3,9802,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.136341,52.230621,0.0 0.136834,52.230266,0.0 0.137385,52.230454,0.0 0.138803,52.230071,0.0 0.139559,52.230779,0.0 0.140965,52.230001,0.0 0.140746,52.229555,0.0 0.141268,52.229201,0.0 0.140253,52.22865,0.0 0.139915,52.227953,0.0 0.139131,52.22751,0.0 0.138725,52.227748,0.0 0.137142,52.226889,0.0 0.137645,52.22654,0.0 0.139326,52.226856,0.0 0.139814,52.226062,0.0 0.141225,52.225811,0.0 0.140349,52.225147,0.0 0.137876,52.224394,0.0 0.138206,52.224028,0.0 0.137643,52.223617,0.0 0.13752,52.223715,0.0 0.136641,52.224226,0.0 0.136784,52.224457,0.0 0.134955,52.225701,0.0 0.134123,52.225237,0.0 0.134092,52.226535,0.0 0.134463,52.226797,0.0 0.136426,52.22795,0.0 0.136865,52.227874,0.0 0.137481,52.228291,0.0 0.135909,52.229217,0.0 0.13434,52.228573,0.0 0.133795,52.22904,0.0 0.133176,52.22883,0.0 0.135049,52.229592,0.0 0.134823,52.230134,0.0 0.134471,52.230534,0.0 0.135522,52.231545,0.0 0.136483,52.231095,0.0 0.136341,52.230621,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","6,022",2,9123,3
E01017978,Cambridge 001D,King's Hedges,9123,3,6322,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.125986,52.232264,0.0 0.126692,52.232021,0.0 0.12588,52.231074,0.0 0.126398,52.229971,0.0 0.127323,52.229714,0.0 0.128272,52.228661,0.0 0.128754,52.228898,0.0 0.129524,52.228927,0.0 0.130674,52.228083,0.0 0.130272,52.227464,0.0 0.130854,52.227618,0.0 0.131841,52.226938,0.0 0.131365,52.226378,0.0 0.132512,52.224361,0.0 0.132197,52.22419,0.0 0.131568,52.22384,0.0 0.130515,52.224728,0.0 0.129021,52.224236,0.0 0.12818,52.224007,0.0 0.128082,52.224334,0.0 0.127489,52.22445,0.0 0.127626,52.224774,0.0 0.125724,52.225332,0.0 0.127178,52.226158,0.0 0.124414,52.22784,0.0 0.123807,52.228211,0.0 0.120726,52.230069,0.0 0.118656,52.23118,0.0 0.119097,52.231517,0.0 0.120507,52.232235,0.0 0.122254,52.230939,0.0 0.123657,52.231331,0.0 0.123607,52.231881,0.0 0.123974,52.231968,0.0 0.124519,52.232336,0.0 0.125069,52.232099,0.0 0.125543,52.232417,0.0 0.125986,52.232264,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","7,654",3,7423,3
